campaign_event_id,member_id,campaign_id,event_date,channel,event_type,journey_stage
CA-000739,JL-0089,CMP-2004,2026-03-28,Email,Open,Community
CA-000740,JL-0089,CMP-2002,2026-03-11,Email,Sent,Education
CA-000741,JL-0089,CMP-2003,2026-02-06,Email,Sent,Building
CA-000742,JL-0089,CMP-2005,2026-03-10,App Push,Dismiss,Commerce
CA-000743,JL-0089,CMP-2002,2026-06-01,App Push,Open,Education
CA-000744,JL-0089,CMP-2003,2026-03-21,Email,Click,Building
CA-000745,JL-0089,CMP-2001,2026-03-06,In App,Sent,Onboarding
CA-000746,JL-0089,CMP-2003,2025-12-25,Email,Sent,Building
CA-000747,JL-0090,CMP-2005,2026-01-13,Email,Dismiss,Commerce
CA-000748,JL-0090,CMP-2002,2026-02-19,App Push,Dismiss,Education
CA-000749,JL-0090,CMP-2002,2026-06-06,In App,Dismiss,Education
CA-000750,JL-0090,CMP-2005,2026-04-17,App Push,Open,Commerce
CA-000751,JL-0090,CMP-2003,2026-04-23,Email,Click,Building
CA-000752,JL-0090,CMP-2005,2026-04-04,App Push,Sent,Commerce
CA-000753,JL-0090,CMP-2002,2026-03-21,Email,Sent,Education
CA-000754,JL-0091,CMP-2005,2026-03-19,App Push,Open,Commerce
CA-000755,JL-0091,CMP-2006,2026-06-03,Email,Open,Reconnect
CA-000756,JL-0091,CMP-2003,2026-02-13,App Push,Sent,Building
CA-000757,JL-0091,CMP-2001,2026-03-27,App Push,Conversion,Onboarding
CA-000758,JL-0091,CMP-2005,2026-02-04,Email,Sent,Commerce
CA-000759,JL-0091,CMP-2001,2026-03-05,Email,Click,Onboarding
CA-000760,JL-0092,CMP-2006,2026-05-19,Email,Sent,Reconnect
CA-000761,JL-0092,CMP-2003,2026-03-17,Email,Sent,Building
CA-000762,JL-0092,CMP-2001,2026-02-04,Email,Open,Onboarding
CA-000763,JL-0092,CMP-2004,2026-04-25,App Push,Open,Community
CA-000764,JL-0092,CMP-2005,2026-03-21,App Push,Conversion,Commerce
CA-000765,JL-0092,CMP-2001,2026-04-30,Email,Click,Onboarding
CA-000766,JL-0092,CMP-2001,2026-04-14,Email,Preference Updated,Onboarding
CA-000767,JL-0092,CMP-2003,2026-01-22,Email,Sent,Building
CA-000768,JL-0092,CMP-2006,2026-04-16,Email,Conversion,Reconnect
CA-000769,JL-0092,CMP-2001,2025-12-15,Email,Sent,Onboarding
CA-000770,JL-0092,CMP-2003,2026-06-06,App Push,Click,Building
CA-000771,JL-0093,CMP-2006,2026-01-19,In App,Dismiss,Reconnect
CA-000772,JL-0093,CMP-2001,2026-01-18,App Push,Sent,Onboarding
CA-000773,JL-0093,CMP-2006,2026-03-25,Email,Sent,Reconnect
CA-000774,JL-0093,CMP-2001,2026-01-16,App Push,Dismiss,Onboarding
CA-000775,JL-0093,CMP-2004,2026-05-21,App Push,Sent,Community
CA-000776,JL-0093,CMP-2004,2026-02-01,App Push,Open,Community
CA-000777,JL-0093,CMP-2004,2026-04-06,Email,Sent,Community
CA-000778,JL-0094,CMP-2005,2026-01-29,In App,Sent,Commerce
CA-000779,JL-0094,CMP-2004,2026-01-19,In App,Sent,Community
CA-000780,JL-0094,CMP-2005,2026-03-30,In App,Sent,Commerce
CA-000781,JL-0094,CMP-2005,2025-12-26,In App,Open,Commerce
CA-000782,JL-0095,CMP-2006,2026-06-06,In App,Conversion,Reconnect
CA-000783,JL-0095,CMP-2006,2026-03-21,Email,Sent,Reconnect
CA-000784,JL-0095,CMP-2006,2026-04-11,App Push,Conversion,Reconnect
CA-000785,JL-0095,CMP-2005,2025-12-19,App Push,Sent,Commerce
CA-000786,JL-0095,CMP-2005,2026-05-15,In App,Sent,Commerce
CA-000787,JL-0095,CMP-2001,2026-04-12,Email,Click,Onboarding
CA-000788,JL-0096,CMP-2004,2026-02-28,In App,Conversion,Community
CA-000789,JL-0096,CMP-2006,2026-01-23,App Push,Open,Reconnect
CA-000790,JL-0096,CMP-2002,2026-05-08,App Push,Conversion,Education
CA-000791,JL-0096,CMP-2005,2026-02-21,In App,Unsubscribe,Commerce
CA-000792,JL-0096,CMP-2006,2026-05-23,In App,Sent,Reconnect
CA-000793,JL-0097,CMP-2004,2026-05-14,App Push,Sent,Community
CA-000794,JL-0097,CMP-2001,2026-05-30,In App,Sent,Onboarding
CA-000795,JL-0097,CMP-2005,2026-04-18,App Push,Sent,Commerce
CA-000796,JL-0097,CMP-2001,2026-03-05,App Push,Sent,Onboarding
CA-000797,JL-0097,CMP-2006,2026-05-25,App Push,Open,Reconnect
CA-000798,JL-0097,CMP-2006,2026-02-05,In App,Sent,Reconnect
CA-000799,JL-0097,CMP-2005,2026-04-12,App Push,Sent,Commerce
CA-000800,JL-0097,CMP-2006,2026-03-28,App Push,Click,Reconnect
CA-000801,JL-0097,CMP-2004,2026-05-11,App Push,Click,Community
CA-000802,JL-0097,CMP-2002,2026-04-21,App Push,Open,Education
CA-000803,JL-0097,CMP-2005,2025-12-24,App Push,Sent,Commerce
CA-000804,JL-0097,CMP-2006,2025-12-27,App Push,Sent,Reconnect
CA-000805,JL-0098,CMP-2005,2026-02-15,In App,Open,Commerce
CA-000806,JL-0098,CMP-2003,2025-12-11,Web,Sent,Building
CA-000807,JL-0098,CMP-2005,2025-12-31,Email,Sent,Commerce
CA-000808,JL-0098,CMP-2006,2026-01-20,Email,Sent,Reconnect
CA-000809,JL-0098,CMP-2004,2026-03-03,Email,Sent,Community
CA-000810,JL-0098,CMP-2003,2026-01-11,Web,Sent,Building
CA-000811,JL-0098,CMP-2002,2026-02-03,In App,Open,Education
CA-000812,JL-0099,CMP-2002,2026-03-17,Email,Open,Education
CA-000813,JL-0099,CMP-2003,2026-04-10,Email,Open,Building
CA-000814,JL-0099,CMP-2001,2025-12-25,Email,Unsubscribe,Onboarding
CA-000815,JL-0100,CMP-2002,2026-03-28,In App,Sent,Education
CA-000816,JL-0100,CMP-2004,2026-01-18,Email,Sent,Community
CA-000817,JL-0100,CMP-2003,2026-04-21,App Push,Sent,Building
CA-000818,JL-0100,CMP-2006,2026-04-25,Email,Open,Reconnect
CA-000819,JL-0100,CMP-2006,2026-03-14,Email,Conversion,Reconnect
CA-000820,JL-0100,CMP-2004,2026-01-07,In App,Sent,Community
CA-000821,JL-0100,CMP-2006,2025-12-19,Email,Sent,Reconnect
CA-000822,JL-0101,CMP-2003,2026-04-13,App Push,Sent,Building
CA-000823,JL-0101,CMP-2001,2025-12-13,In App,Open,Onboarding
CA-000824,JL-0101,CMP-2003,2026-03-21,Email,Open,Building
CA-000825,JL-0101,CMP-2002,2026-03-06,In App,Open,Education
CA-000826,JL-0101,CMP-2004,2026-05-30,In App,Sent,Community
CA-000827,JL-0101,CMP-2006,2026-03-28,App Push,Sent,Reconnect
CA-000828,JL-0101,CMP-2003,2026-04-20,App Push,Dismiss,Building
CA-000829,JL-0101,CMP-2002,2026-02-27,In App,Sent,Education
CA-000830,JL-0101,CMP-2002,2026-02-10,Email,Open,Education
CA-000831,JL-0101,CMP-2006,2026-02-06,Email,Dismiss,Reconnect
CA-000832,JL-0102,CMP-2004,2026-04-02,App Push,Dismiss,Community
CA-000833,JL-0102,CMP-2001,2025-12-21,In App,Sent,Onboarding
CA-000834,JL-0102,CMP-2002,2025-12-21,App Push,Sent,Education
CA-000835,JL-0102,CMP-2005,2026-01-22,App Push,Sent,Commerce
CA-000836,JL-0102,CMP-2002,2026-05-02,App Push,Sent,Education
CA-000837,JL-0102,CMP-2003,2025-12-20,App Push,Open,Building
CA-000838,JL-0103,CMP-2002,2025-12-16,Email,Sent,Education
CA-000839,JL-0103,CMP-2005,2026-01-03,Email,Click,Commerce
CA-000840,JL-0103,CMP-2001,2026-02-07,In App,Sent,Onboarding
CA-000841,JL-0103,CMP-2005,2026-04-02,App Push,Sent,Commerce
CA-000842,JL-0103,CMP-2006,2026-05-25,App Push,Dismiss,Reconnect
CA-000843,JL-0103,CMP-2001,2025-12-27,App Push,Open,Onboarding
CA-000844,JL-0104,CMP-2006,2026-04-06,App Push,Sent,Reconnect
CA-000845,JL-0104,CMP-2001,2026-04-21,App Push,Click,Onboarding
CA-000846,JL-0104,CMP-2003,2026-02-17,Email,Open,Building
CA-000847,JL-0104,CMP-2002,2025-12-12,In App,Preference Updated,Education
CA-000848,JL-0104,CMP-2005,2026-04-18,App Push,Sent,Commerce
CA-000849,JL-0104,CMP-2004,2026-02-26,SMS,Conversion,Community
CA-000850,JL-0104,CMP-2001,2026-04-29,Email,Click,Onboarding
CA-000851,JL-0104,CMP-2006,2026-03-24,SMS,Sent,Reconnect
CA-000852,JL-0104,CMP-2002,2026-01-03,App Push,Sent,Education
CA-000853,JL-0104,CMP-2005,2026-05-12,App Push,Open,Commerce
CA-000854,JL-0105,CMP-2006,2025-12-11,In App,Preference Updated,Reconnect
CA-000855,JL-0105,CMP-2001,2026-04-10,Web,Sent,Onboarding
CA-000856,JL-0105,CMP-2006,2025-12-14,In App,Sent,Reconnect
CA-000857,JL-0105,CMP-2001,2026-04-08,Email,Sent,Onboarding
CA-000858,JL-0105,CMP-2004,2026-02-27,Web,Sent,Community
CA-000859,JL-0105,CMP-2004,2026-01-13,Email,Sent,Community
CA-000860,JL-0106,CMP-2003,2026-03-07,In App,Sent,Building
CA-000861,JL-0106,CMP-2002,2026-01-21,Email,Open,Education
CA-000862,JL-0106,CMP-2001,2025-12-27,App Push,Click,Onboarding
CA-000863,JL-0106,CMP-2006,2025-12-21,In App,Open,Reconnect
CA-000864,JL-0106,CMP-2002,2025-12-17,Email,Click,Education
CA-000865,JL-0106,CMP-2004,2026-02-10,Email,Sent,Community
CA-000866,JL-0107,CMP-2003,2026-01-18,App Push,Dismiss,Building
CA-000867,JL-0107,CMP-2005,2026-01-12,App Push,Sent,Commerce
CA-000868,JL-0107,CMP-2003,2026-02-07,App Push,Sent,Building
CA-000869,JL-0107,CMP-2005,2025-12-19,In App,Dismiss,Commerce
CA-000870,JL-0107,CMP-2006,2026-01-03,Email,Preference Updated,Reconnect
CA-000871,JL-0108,CMP-2004,2026-01-17,App Push,Sent,Community
CA-000872,JL-0108,CMP-2005,2026-05-10,App Push,Sent,Commerce
CA-000873,JL-0108,CMP-2005,2026-02-04,App Push,Open,Commerce
CA-000874,JL-0108,CMP-2001,2026-04-13,App Push,Sent,Onboarding
CA-000875,JL-0108,CMP-2004,2026-01-01,Email,Dismiss,Community
CA-000876,JL-0108,CMP-2005,2026-04-21,App Push,Sent,Commerce
CA-000877,JL-0109,CMP-2003,2026-02-14,Email,Preference Updated,Building
CA-000878,JL-0109,CMP-2003,2026-06-07,Email,Click,Building
CA-000879,JL-0109,CMP-2003,2026-04-19,App Push,Open,Building
CA-000880,JL-0109,CMP-2002,2026-02-16,Email,Dismiss,Education
CA-000881,JL-0109,CMP-2005,2026-01-27,Email,Sent,Commerce
CA-000882,JL-0109,CMP-2002,2026-06-04,Email,Open,Education
CA-000883,JL-0109,CMP-2006,2026-01-19,Email,Click,Reconnect
CA-000884,JL-0109,CMP-2001,2026-02-09,In App,Sent,Onboarding
CA-000885,JL-0110,CMP-2006,2026-05-19,In App,Sent,Reconnect
CA-000886,JL-0110,CMP-2006,2026-04-12,Email,Click,Reconnect
CA-000887,JL-0110,CMP-2006,2026-01-12,Email,Dismiss,Reconnect
CA-000888,JL-0110,CMP-2005,2025-12-15,Email,Sent,Commerce
CA-000889,JL-0110,CMP-2004,2026-05-27,Email,Sent,Community
CA-000890,JL-0110,CMP-2006,2026-04-11,Email,Sent,Reconnect
CA-000891,JL-0111,CMP-2001,2025-12-17,In App,Sent,Onboarding
CA-000892,JL-0111,CMP-2004,2026-04-08,In App,Sent,Community
CA-000893,JL-0111,CMP-2003,2026-05-03,App Push,Click,Building
CA-000894,JL-0111,CMP-2005,2025-12-20,In App,Open,Commerce
CA-000895,JL-0111,CMP-2003,2026-01-31,In App,Sent,Building
CA-000896,JL-0111,CMP-2002,2026-02-03,Email,Sent,Education
CA-000897,JL-0111,CMP-2005,2026-01-13,In App,Open,Commerce
CA-000898,JL-0111,CMP-2001,2026-05-24,In App,Sent,Onboarding
CA-000899,JL-0111,CMP-2002,2026-03-24,Email,Click,Education
CA-000900,JL-0111,CMP-2001,2026-02-11,Email,Open,Onboarding
CA-000901,JL-0111,CMP-2004,2025-12-17,App Push,Open,Community
CA-000902,JL-0111,CMP-2002,2026-05-12,In App,Open,Education
CA-000903,JL-0112,CMP-2001,2026-03-29,Email,Open,Onboarding
CA-000904,JL-0112,CMP-2002,2026-05-24,Web,Sent,Education
CA-000905,JL-0112,CMP-2003,2026-01-21,Web,Dismiss,Building
CA-000906,JL-0112,CMP-2003,2025-12-19,Web,Open,Building
CA-000907,JL-0112,CMP-2004,2026-04-05,In App,Preference Updated,Community
CA-000908,JL-0112,CMP-2002,2026-04-06,Email,Sent,Education
CA-000909,JL-0112,CMP-2004,2026-02-04,Email,Sent,Community
CA-000910,JL-0112,CMP-2002,2026-01-06,In App,Sent,Education
CA-000911,JL-0112,CMP-2002,2026-05-19,In App,Open,Education
CA-000912,JL-0112,CMP-2001,2026-05-24,Email,Preference Updated,Onboarding
CA-000913,JL-0112,CMP-2004,2026-03-20,In App,Click,Community
CA-000914,JL-0112,CMP-2002,2026-06-02,In App,Click,Education
CA-000915,JL-0113,CMP-2006,2026-01-09,Email,Open,Reconnect
CA-000916,JL-0113,CMP-2004,2026-02-02,Email,Sent,Community
CA-000917,JL-0113,CMP-2006,2026-05-09,Email,Open,Reconnect
CA-000918,JL-0113,CMP-2002,2026-02-20,App Push,Sent,Education
CA-000919,JL-0113,CMP-2006,2026-01-19,Email,Sent,Reconnect
CA-000920,JL-0113,CMP-2001,2026-02-28,App Push,Sent,Onboarding
CA-000921,JL-0114,CMP-2005,2026-01-04,In App,Sent,Commerce
CA-000922,JL-0114,CMP-2003,2026-03-03,Email,Click,Building
CA-000923,JL-0114,CMP-2001,2026-04-12,In App,Sent,Onboarding
CA-000924,JL-0114,CMP-2002,2026-01-09,In App,Sent,Education
CA-000925,JL-0114,CMP-2006,2026-02-28,Email,Open,Reconnect
CA-000926,JL-0114,CMP-2001,2026-03-23,In App,Open,Onboarding
CA-000927,JL-0114,CMP-2005,2026-05-05,In App,Sent,Commerce
CA-000928,JL-0114,CMP-2002,2026-05-16,Email,Sent,Education
CA-000929,JL-0114,CMP-2004,2026-05-06,App Push,Conversion,Community
CA-000930,JL-0114,CMP-2003,2026-02-12,App Push,Sent,Building
CA-000931,JL-0114,CMP-2002,2026-01-08,In App,Sent,Education
CA-000932,JL-0114,CMP-2002,2026-02-27,In App,Open,Education
CA-000933,JL-0115,CMP-2005,2026-02-08,App Push,Sent,Commerce
CA-000934,JL-0115,CMP-2001,2026-03-22,Email,Preference Updated,Onboarding
CA-000935,JL-0115,CMP-2002,2026-01-09,Email,Sent,Education
CA-000936,JL-0115,CMP-2003,2026-03-29,App Push,Sent,Building
CA-000937,JL-0115,CMP-2001,2026-03-23,App Push,Sent,Onboarding
CA-000938,JL-0115,CMP-2003,2026-05-15,App Push,Dismiss,Building
CA-000939,JL-0115,CMP-2001,2026-02-14,Email,Click,Onboarding
CA-000940,JL-0116,CMP-2001,2026-03-29,Email,Sent,Onboarding
CA-000941,JL-0116,CMP-2005,2026-01-06,App Push,Open,Commerce
CA-000942,JL-0116,CMP-2006,2026-05-31,Email,Click,Reconnect
CA-000943,JL-0116,CMP-2006,2026-05-12,App Push,Open,Reconnect
CA-000944,JL-0116,CMP-2002,2026-05-22,Email,Preference Updated,Education
CA-000945,JL-0116,CMP-2002,2026-01-27,Email,Dismiss,Education
CA-000946,JL-0116,CMP-2002,2026-04-30,Email,Click,Education
CA-000947,JL-0116,CMP-2005,2026-05-29,Email,Click,Commerce
CA-000948,JL-0116,CMP-2001,2026-01-24,Email,Click,Onboarding
CA-000949,JL-0117,CMP-2002,2026-02-08,In App,Open,Education
CA-000950,JL-0117,CMP-2005,2026-05-27,App Push,Conversion,Commerce
CA-000951,JL-0117,CMP-2004,2026-01-19,Email,Preference Updated,Community
CA-000952,JL-0117,CMP-2002,2026-01-25,Email,Sent,Education
CA-000953,JL-0117,CMP-2002,2026-05-29,Email,Sent,Education
CA-000954,JL-0117,CMP-2005,2026-04-03,In App,Sent,Commerce
CA-000955,JL-0117,CMP-2002,2026-04-21,In App,Click,Education
CA-000956,JL-0117,CMP-2004,2026-04-15,Email,Preference Updated,Community
CA-000957,JL-0117,CMP-2001,2026-01-19,SMS,Sent,Onboarding
CA-000958,JL-0117,CMP-2002,2026-03-15,Email,Dismiss,Education
CA-000959,JL-0117,CMP-2005,2025-12-30,App Push,Open,Commerce
CA-000960,JL-0118,CMP-2006,2026-03-15,App Push,Open,Reconnect
CA-000961,JL-0118,CMP-2005,2026-05-17,App Push,Sent,Commerce
CA-000962,JL-0118,CMP-2001,2026-05-14,App Push,Click,Onboarding
CA-000963,JL-0118,CMP-2001,2026-02-07,App Push,Sent,Onboarding
CA-000964,JL-0118,CMP-2001,2026-03-15,App Push,Dismiss,Onboarding
CA-000965,JL-0118,CMP-2001,2026-04-16,Email,Sent,Onboarding
CA-000966,JL-0118,CMP-2004,2026-05-24,App Push,Click,Community
CA-000967,JL-0118,CMP-2003,2026-01-21,App Push,Open,Building
CA-000968,JL-0119,CMP-2003,2026-01-12,Email,Open,Building
CA-000969,JL-0119,CMP-2002,2026-05-29,Email,Sent,Education
CA-000970,JL-0119,CMP-2001,2026-02-01,In App,Conversion,Onboarding
CA-000971,JL-0119,CMP-2006,2026-05-22,App Push,Sent,Reconnect
CA-000972,JL-0119,CMP-2006,2026-01-21,In App,Conversion,Reconnect
CA-000973,JL-0119,CMP-2003,2026-04-17,In App,Sent,Building
CA-000974,JL-0119,CMP-2003,2026-03-05,In App,Preference Updated,Building
CA-000975,JL-0120,CMP-2004,2026-02-13,Email,Click,Community
CA-000976,JL-0120,CMP-2004,2026-03-13,Email,Open,Community
CA-000977,JL-0120,CMP-2003,2026-03-21,Email,Sent,Building
CA-000978,JL-0120,CMP-2003,2026-03-19,Email,Conversion,Building
CA-000979,JL-0120,CMP-2006,2026-01-30,Email,Sent,Reconnect
CA-000980,JL-0120,CMP-2005,2026-05-27,Email,Open,Commerce
CA-000981,JL-0120,CMP-2003,2026-01-13,Email,Sent,Building
CA-000982,JL-0120,CMP-2002,2026-02-19,Email,Sent,Education
CA-000983,JL-0120,CMP-2001,2026-05-05,Email,Dismiss,Onboarding
CA-000984,JL-0120,CMP-2003,2026-06-04,Email,Sent,Building
CA-000985,JL-0120,CMP-2004,2026-04-28,Email,Sent,Community
CA-000986,JL-0121,CMP-2001,2026-01-23,App Push,Dismiss,Onboarding
CA-000987,JL-0121,CMP-2003,2026-05-20,App Push,Preference Updated,Building
CA-000988,JL-0121,CMP-2002,2026-04-13,App Push,Sent,Education
CA-000989,JL-0121,CMP-2002,2026-04-24,App Push,Sent,Education
CA-000990,JL-0122,CMP-2002,2026-04-24,In App,Sent,Education
CA-000991,JL-0122,CMP-2005,2026-04-05,Email,Sent,Commerce
CA-000992,JL-0122,CMP-2001,2026-02-01,Email,Sent,Onboarding
CA-000993,JL-0122,CMP-2004,2025-12-30,In App,Dismiss,Community
CA-000994,JL-0122,CMP-2001,2026-04-29,Email,Preference Updated,Onboarding
CA-000995,JL-0123,CMP-2002,2026-03-25,App Push,Sent,Education
CA-000996,JL-0123,CMP-2002,2026-01-20,Email,Sent,Education
CA-000997,JL-0123,CMP-2004,2026-03-07,In App,Sent,Community
CA-000998,JL-0123,CMP-2001,2026-02-22,App Push,Dismiss,Onboarding
CA-000999,JL-0124,CMP-2002,2026-02-11,Email,Sent,Education
CA-001000,JL-0124,CMP-2002,2026-02-11,Email,Dismiss,Education
CA-001001,JL-0124,CMP-2005,2026-01-13,Email,Click,Commerce
CA-001002,JL-0125,CMP-2001,2026-03-16,Email,Preference Updated,Onboarding
CA-001003,JL-0125,CMP-2001,2026-04-16,Email,Sent,Onboarding
CA-001004,JL-0125,CMP-2001,2026-02-18,Email,Sent,Onboarding
CA-001005,JL-0125,CMP-2001,2025-12-12,In App,Sent,Onboarding
CA-001006,JL-0125,CMP-2001,2026-03-07,Email,Click,Onboarding
CA-001007,JL-0125,CMP-2003,2026-05-16,Email,Open,Building
CA-001008,JL-0125,CMP-2003,2026-05-05,Email,Sent,Building
CA-001009,JL-0126,CMP-2003,2026-02-12,Web,Open,Building
CA-001010,JL-0126,CMP-2006,2026-01-28,In App,Open,Reconnect
CA-001011,JL-0126,CMP-2002,2026-05-27,Email,Sent,Education
CA-001012,JL-0126,CMP-2002,2026-01-12,Email,Open,Education
CA-001013,JL-0126,CMP-2003,2026-05-19,In App,Dismiss,Building
CA-001014,JL-0126,CMP-2001,2026-02-06,Web,Sent,Onboarding
CA-001015,JL-0126,CMP-2004,2026-01-02,Email,Click,Community
CA-001016,JL-0126,CMP-2003,2026-02-17,In App,Open,Building
CA-001017,JL-0126,CMP-2003,2025-12-16,In App,Sent,Building
CA-001018,JL-0126,CMP-2005,2026-05-09,Web,Sent,Commerce
CA-001019,JL-0126,CMP-2004,2026-03-05,In App,Open,Community
CA-001020,JL-0127,CMP-2004,2026-02-16,Email,Sent,Community
CA-001021,JL-0127,CMP-2006,2026-01-25,Email,Sent,Reconnect
CA-001022,JL-0127,CMP-2005,2026-01-01,In App,Unsubscribe,Commerce
CA-001023,JL-0127,CMP-2003,2026-02-25,App Push,Sent,Building
CA-001024,JL-0127,CMP-2001,2026-05-03,Email,Sent,Onboarding
CA-001025,JL-0128,CMP-2002,2026-06-05,Email,Open,Education
CA-001026,JL-0128,CMP-2003,2026-05-24,In App,Sent,Building
CA-001027,JL-0128,CMP-2006,2026-01-07,Email,Sent,Reconnect
CA-001028,JL-0128,CMP-2004,2026-03-11,In App,Sent,Community
CA-001029,JL-0128,CMP-2003,2026-03-05,Email,Sent,Building
CA-001030,JL-0128,CMP-2004,2026-05-15,Email,Conversion,Community
CA-001031,JL-0128,CMP-2001,2026-02-20,Email,Dismiss,Onboarding
CA-001032,JL-0128,CMP-2002,2026-04-14,App Push,Click,Education
CA-001033,JL-0129,CMP-2003,2026-01-25,App Push,Click,Building
CA-001034,JL-0129,CMP-2003,2025-12-27,Email,Click,Building
CA-001035,JL-0129,CMP-2003,2026-04-12,App Push,Click,Building
CA-001036,JL-0129,CMP-2003,2026-05-08,Email,Preference Updated,Building
CA-001037,JL-0129,CMP-2005,2026-02-14,App Push,Open,Commerce
CA-001038,JL-0130,CMP-2001,2026-02-21,In App,Sent,Onboarding
CA-001039,JL-0130,CMP-2005,2026-01-27,App Push,Open,Commerce
CA-001040,JL-0130,CMP-2006,2026-03-22,In App,Preference Updated,Reconnect
CA-001041,JL-0130,CMP-2005,2026-02-13,In App,Open,Commerce
CA-001042,JL-0130,CMP-2004,2026-01-22,In App,Open,Community
CA-001043,JL-0130,CMP-2006,2026-02-04,In App,Click,Reconnect
CA-001044,JL-0130,CMP-2002,2026-02-28,App Push,Sent,Education
CA-001045,JL-0130,CMP-2002,2026-04-27,In App,Sent,Education
CA-001046,JL-0130,CMP-2006,2026-01-12,App Push,Sent,Reconnect
CA-001047,JL-0130,CMP-2005,2026-03-22,App Push,Preference Updated,Commerce
CA-001048,JL-0131,CMP-2003,2025-12-30,Email,Sent,Building
CA-001049,JL-0131,CMP-2006,2026-03-04,Email,Sent,Reconnect
CA-001050,JL-0131,CMP-2005,2026-01-01,Email,Conversion,Commerce
CA-001051,JL-0131,CMP-2003,2026-01-28,Email,Preference Updated,Building
CA-001052,JL-0132,CMP-2006,2026-05-31,App Push,Sent,Reconnect
CA-001053,JL-0132,CMP-2004,2026-04-16,App Push,Preference Updated,Community
CA-001054,JL-0132,CMP-2003,2025-12-27,App Push,Open,Building
CA-001055,JL-0132,CMP-2003,2025-12-10,In App,Sent,Building
CA-001056,JL-0133,CMP-2005,2025-12-15,Email,Sent,Commerce
CA-001057,JL-0133,CMP-2001,2026-05-21,Email,Sent,Onboarding
CA-001058,JL-0133,CMP-2002,2026-04-04,App Push,Sent,Education
CA-001059,JL-0133,CMP-2006,2026-05-11,App Push,Sent,Reconnect
CA-001060,JL-0133,CMP-2005,2026-04-08,Email,Dismiss,Commerce
CA-001061,JL-0133,CMP-2003,2026-01-02,App Push,Sent,Building
CA-001062,JL-0133,CMP-2005,2026-02-23,App Push,Sent,Commerce
CA-001063,JL-0133,CMP-2003,2026-02-11,Email,Sent,Building
CA-001064,JL-0133,CMP-2004,2026-03-06,Email,Sent,Community
CA-001065,JL-0133,CMP-2003,2026-04-23,App Push,Sent,Building
CA-001066,JL-0134,CMP-2004,2026-04-04,Email,Open,Community
CA-001067,JL-0134,CMP-2003,2025-12-10,Email,Open,Building
CA-001068,JL-0134,CMP-2004,2026-02-17,Email,Sent,Community
CA-001069,JL-0135,CMP-2001,2026-04-17,App Push,Open,Onboarding
CA-001070,JL-0135,CMP-2003,2026-05-04,App Push,Dismiss,Building
CA-001071,JL-0135,CMP-2006,2026-02-09,App Push,Sent,Reconnect
CA-001072,JL-0135,CMP-2001,2026-04-23,App Push,Sent,Onboarding
CA-001073,JL-0135,CMP-2006,2026-02-10,App Push,Open,Reconnect
CA-001074,JL-0136,CMP-2005,2026-01-01,Email,Sent,Commerce
CA-001075,JL-0136,CMP-2006,2026-01-28,In App,Sent,Reconnect
CA-001076,JL-0136,CMP-2002,2026-01-12,Email,Sent,Education
CA-001077,JL-0136,CMP-2001,2026-02-28,Web,Open,Onboarding
CA-001078,JL-0136,CMP-2006,2026-04-02,In App,Conversion,Reconnect
CA-001079,JL-0136,CMP-2005,2026-05-17,In App,Sent,Commerce
CA-001080,JL-0136,CMP-2001,2026-01-26,Email,Open,Onboarding
CA-001081,JL-0136,CMP-2004,2026-03-19,Web,Conversion,Community
CA-001082,JL-0136,CMP-2004,2026-05-13,In App,Open,Community
CA-001083,JL-0136,CMP-2001,2026-01-21,Email,Open,Onboarding
CA-001084,JL-0136,CMP-2002,2026-02-05,Web,Open,Education
CA-001085,JL-0136,CMP-2006,2026-03-05,Email,Sent,Reconnect
CA-001086,JL-0137,CMP-2002,2026-02-07,In App,Preference Updated,Education
CA-001087,JL-0137,CMP-2001,2026-05-26,App Push,Sent,Onboarding
CA-001088,JL-0137,CMP-2002,2026-05-12,Email,Sent,Education
CA-001089,JL-0137,CMP-2006,2026-05-23,In App,Dismiss,Reconnect
CA-001090,JL-0137,CMP-2003,2026-03-08,App Push,Dismiss,Building
CA-001091,JL-0137,CMP-2005,2026-01-29,App Push,Sent,Commerce
CA-001092,JL-0137,CMP-2006,2026-04-07,App Push,Click,Reconnect
CA-001093,JL-0137,CMP-2006,2026-02-10,App Push,Sent,Reconnect
CA-001094,JL-0137,CMP-2001,2026-05-24,App Push,Sent,Onboarding
CA-001095,JL-0137,CMP-2002,2026-02-16,Email,Open,Education
CA-001096,JL-0137,CMP-2004,2026-04-18,App Push,Sent,Community
CA-001097,JL-0137,CMP-2006,2026-02-05,App Push,Conversion,Reconnect
CA-001098,JL-0138,CMP-2006,2026-05-29,Email,Sent,Reconnect
CA-001099,JL-0138,CMP-2005,2026-01-28,Email,Sent,Commerce
CA-001100,JL-0138,CMP-2003,2026-05-30,Email,Sent,Building
CA-001101,JL-0138,CMP-2003,2026-06-06,App Push,Conversion,Building
CA-001102,JL-0139,CMP-2003,2026-04-19,In App,Sent,Building
CA-001103,JL-0139,CMP-2002,2026-03-01,App Push,Dismiss,Education
CA-001104,JL-0139,CMP-2002,2026-03-21,Email,Sent,Education
CA-001105,JL-0139,CMP-2001,2026-05-06,In App,Open,Onboarding
CA-001106,JL-0139,CMP-2006,2026-04-07,App Push,Open,Reconnect
CA-001107,JL-0140,CMP-2005,2025-12-16,App Push,Click,Commerce
