event_id,member_id,event_date,event_type,source,related_habit_interest
ME-000852,JL-0120,2026-05-18,Routine Completed,App,Mindful
ME-000853,JL-0120,2026-05-29,Community Joined,Email,Mindful
ME-000854,JL-0120,2026-05-31,Community Joined,SMS,Mindful
ME-000855,JL-0121,2024-08-22,Plan Started,Email,Nourish
ME-000856,JL-0121,2024-09-25,Routine Started,Support,Organize
ME-000857,JL-0121,2025-02-06,Routine Completed,Email,Nourish
ME-000858,JL-0121,2025-05-24,Routine Started,App Push,Nourish
ME-000859,JL-0121,2025-11-09,Plan Renewed,SMS,Nourish
ME-000860,JL-0121,2024-12-22,Preference Updated,Support,Nourish
ME-000861,JL-0121,2024-08-30,Routine Started,App,Nourish
ME-000862,JL-0122,2025-01-13,Preference Updated,App,Organize
ME-000863,JL-0122,2025-06-26,Routine Started,Support,Organize
ME-000864,JL-0122,2025-03-25,Routine Started,Web,Organize
ME-000865,JL-0122,2025-10-04,Routine Started,Support,Organize
ME-000866,JL-0122,2025-06-06,Routine Started,Support,Organize
ME-000867,JL-0122,2025-04-18,Plan Canceled,Support,Organize
ME-000868,JL-0123,2024-06-26,Plan Started,App,Rest
ME-000869,JL-0123,2024-11-13,Routine Started,App Push,Rest
ME-000870,JL-0123,2025-05-01,Routine Started,Support,Rest
ME-000871,JL-0123,2025-09-20,Routine Completed,Support,Rest
ME-000872,JL-0123,2025-06-21,Routine Started,Support,Mindful
ME-000873,JL-0123,2026-01-10,Routine Completed,App Push,Rest
ME-000874,JL-0123,2025-07-08,Routine Completed,Support,Mindful
ME-000875,JL-0123,2025-04-11,Preference Updated,Support,Rest
ME-000876,JL-0124,2026-04-12,Plan Started,Web,Rest
ME-000877,JL-0124,2026-04-22,Preference Updated,Support,Rest
ME-000878,JL-0124,2026-05-13,Routine Started,App Push,Rest
ME-000879,JL-0124,2026-04-23,Routine Completed,SMS,Rest
ME-000880,JL-0124,2026-05-19,Plan Renewed,App,Move
ME-000881,JL-0124,2026-05-29,Routine Started,App Push,Rest
ME-000882,JL-0124,2026-05-08,Preference Updated,Web,Rest
ME-000883,JL-0125,2026-02-21,Plan Started,App,Connect
ME-000884,JL-0125,2026-04-24,Plan Paused,App,Nourish
ME-000885,JL-0125,2026-05-28,Plan Paused,SMS,Connect
ME-000886,JL-0125,2026-04-25,Routine Completed,Email,Connect
ME-000887,JL-0125,2026-04-28,Routine Started,App Push,Nourish
ME-000888,JL-0125,2026-03-07,Routine Completed,App,Connect
ME-000889,JL-0125,2026-05-09,Plan Paused,SMS,Nourish
ME-000890,JL-0125,2026-04-20,Routine Completed,SMS,Nourish
ME-000891,JL-0125,2026-03-15,Routine Completed,App,Nourish
ME-000892,JL-0125,2026-04-22,Routine Completed,SMS,Connect
ME-000893,JL-0125,2026-06-02,Preference Updated,SMS,Connect
ME-000894,JL-0126,2025-09-07,Plan Started,Email,Mindful
ME-000895,JL-0126,2026-05-07,Plan Renewed,Web,Mindful
ME-000896,JL-0126,2026-02-06,Routine Started,App,Mindful
ME-000897,JL-0126,2026-05-03,Preference Updated,App Push,Move
ME-000898,JL-0126,2025-11-24,Routine Started,SMS,Mindful
ME-000899,JL-0126,2026-01-02,Plan Paused,SMS,Move
ME-000900,JL-0127,2026-03-09,Plan Started,Web,Mindful
ME-000901,JL-0127,2026-03-19,Routine Completed,App Push,Mindful
ME-000902,JL-0127,2026-03-21,Routine Completed,Support,Mindful
ME-000903,JL-0127,2026-05-07,Routine Completed,App Push,Mindful
ME-000904,JL-0127,2026-05-16,Routine Started,App,Mindful
ME-000905,JL-0127,2026-05-18,Routine Completed,App,Mindful
ME-000906,JL-0127,2026-05-31,Routine Started,SMS,Mindful
ME-000907,JL-0127,2026-03-21,Routine Completed,App Push,Mindful
ME-000908,JL-0127,2026-05-18,Routine Started,Email,Mindful
ME-000909,JL-0128,2024-08-03,Plan Started,App,Connect
ME-000910,JL-0128,2025-02-15,Plan Canceled,Support,Connect
ME-000911,JL-0128,2025-11-07,Routine Started,App,Connect
ME-000912,JL-0128,2025-09-30,Routine Started,Support,Connect
ME-000913,JL-0128,2024-09-25,Routine Completed,App Push,Nourish
ME-000914,JL-0129,2025-04-30,Trial Started,Web,Rest
ME-000915,JL-0129,2025-07-09,Routine Completed,App,Rest
ME-000916,JL-0129,2026-03-11,Routine Completed,Email,Rest
ME-000917,JL-0129,2026-05-09,Routine Started,Web,Rest
ME-000918,JL-0129,2026-05-20,Routine Completed,SMS,Rest
ME-000919,JL-0129,2025-08-08,Plan Canceled,App Push,Rest
ME-000920,JL-0129,2026-03-11,Community Joined,Support,Organize
ME-000921,JL-0130,2025-12-15,Preference Updated,Web,Organize
ME-000922,JL-0130,2025-12-28,Routine Completed,Support,Connect
ME-000923,JL-0130,2026-05-13,Routine Started,Web,Organize
ME-000924,JL-0130,2026-04-05,Plan Canceled,Support,Organize
ME-000925,JL-0131,2024-08-17,Plan Started,Email,Nourish
ME-000926,JL-0131,2025-06-15,Preference Updated,App Push,Nourish
ME-000927,JL-0131,2025-12-29,Preference Updated,App,Organize
ME-000928,JL-0131,2025-01-19,Routine Started,Email,Nourish
ME-000929,JL-0131,2025-05-13,Routine Completed,Support,Nourish
ME-000930,JL-0132,2026-02-11,Preference Updated,Web,Mindful
ME-000931,JL-0132,2026-04-17,Routine Completed,App Push,Mindful
ME-000932,JL-0132,2026-02-20,Routine Started,App,Mindful
ME-000933,JL-0132,2026-05-10,Routine Completed,Support,Mindful
ME-000934,JL-0132,2026-05-31,Routine Started,Support,Mindful
ME-000935,JL-0132,2026-05-21,Routine Completed,Support,Mindful
ME-000936,JL-0132,2026-02-13,Routine Started,SMS,Mindful
ME-000937,JL-0132,2026-05-19,Routine Completed,Support,Mindful
ME-000938,JL-0133,2025-11-18,Preference Updated,App,Nourish
ME-000939,JL-0133,2026-04-27,Community Joined,App Push,Nourish
ME-000940,JL-0133,2025-12-22,Routine Started,Support,Connect
ME-000941,JL-0133,2026-03-07,Community Joined,Web,Connect
ME-000942,JL-0133,2026-04-25,Routine Started,App Push,Nourish
ME-000943,JL-0134,2026-05-19,Plan Started,Email,Mindful
ME-000944,JL-0134,2026-05-30,Preference Updated,App,Mindful
ME-000945,JL-0134,2026-05-28,Routine Completed,Web,Mindful
ME-000946,JL-0134,2026-05-27,Routine Started,SMS,Rest
ME-000947,JL-0134,2026-05-21,Routine Started,Web,Rest
ME-000948,JL-0134,2026-05-30,Plan Renewed,Email,Rest
ME-000949,JL-0134,2026-06-07,Routine Started,Support,Mindful
ME-000950,JL-0134,2026-06-04,Routine Started,App,Rest
ME-000951,JL-0134,2026-05-21,Routine Started,App,Rest
ME-000952,JL-0135,2026-05-08,Plan Started,Email,Connect
ME-000953,JL-0135,2026-05-22,Plan Paused,Web,Organize
ME-000954,JL-0135,2026-05-30,Routine Started,App Push,Organize
ME-000955,JL-0135,2026-05-22,Community Joined,Email,Connect
ME-000956,JL-0135,2026-05-10,Routine Started,Support,Organize
ME-000957,JL-0135,2026-05-12,Plan Renewed,Support,Connect
ME-000958,JL-0135,2026-05-24,Routine Started,Support,Connect
ME-000959,JL-0135,2026-05-16,Routine Completed,App,Connect
ME-000960,JL-0135,2026-06-05,Routine Started,App Push,Organize
ME-000961,JL-0136,2025-02-01,Plan Started,Email,Rest
ME-000962,JL-0136,2026-03-25,Community Joined,App Push,Nourish
ME-000963,JL-0136,2026-05-02,Routine Started,App Push,Rest
ME-000964,JL-0136,2025-10-09,Routine Started,App Push,Nourish
ME-000965,JL-0136,2025-06-27,Routine Started,SMS,Rest
ME-000966,JL-0136,2025-12-14,Plan Renewed,App Push,Rest
ME-000967,JL-0136,2025-12-09,Plan Renewed,App,Nourish
ME-000968,JL-0136,2025-10-07,Routine Started,App,Rest
ME-000969,JL-0137,2025-07-27,Plan Started,App,Nourish
ME-000970,JL-0137,2025-12-17,Routine Completed,Web,Rest
ME-000971,JL-0137,2026-03-11,Routine Completed,Support,Rest
ME-000972,JL-0137,2026-01-10,Routine Completed,Web,Nourish
ME-000973,JL-0137,2026-05-30,Preference Updated,SMS,Nourish
ME-000974,JL-0137,2026-01-28,Routine Completed,Email,Rest
ME-000975,JL-0138,2025-01-19,Plan Started,Email,Mindful
ME-000976,JL-0138,2025-11-10,Preference Updated,App Push,Mindful
ME-000977,JL-0138,2026-05-11,Plan Renewed,App,Mindful
ME-000978,JL-0138,2025-10-02,Preference Updated,App,Mindful
ME-000979,JL-0138,2026-01-21,Community Joined,SMS,Mindful
ME-000980,JL-0138,2026-04-21,Community Joined,App,Connect
ME-000981,JL-0138,2026-03-16,Routine Completed,App,Mindful
ME-000982,JL-0139,2026-05-13,Plan Started,App,Nourish
ME-000983,JL-0139,2026-06-04,Routine Started,SMS,Nourish
ME-000984,JL-0139,2026-06-03,Routine Started,Email,Nourish
ME-000985,JL-0140,2025-05-10,Plan Started,Email,Rest
ME-000986,JL-0140,2025-09-29,Routine Started,Web,Rest
ME-000987,JL-0140,2026-03-06,Routine Started,SMS,Rest
ME-000988,JL-0140,2025-06-01,Plan Renewed,App,Rest
ME-000989,JL-0140,2025-07-01,Routine Started,Email,Rest
ME-000990,JL-0140,2025-06-24,Plan Renewed,Email,Rest
ME-000991,JL-0140,2026-02-24,Routine Started,Support,Rest
ME-000992,JL-0140,2025-09-15,Routine Started,App Push,Rest
ME-000993,JL-0141,2025-03-19,Plan Started,Web,Rest
ME-000994,JL-0141,2025-10-24,Routine Started,Support,Rest
ME-000995,JL-0141,2025-10-12,Preference Updated,Email,Rest
ME-000996,JL-0141,2025-09-18,Plan Renewed,SMS,Rest
ME-000997,JL-0142,2026-05-31,Plan Started,Web,Rest
ME-000998,JL-0142,2026-06-06,Routine Started,Support,Rest
ME-000999,JL-0142,2026-06-03,Community Joined,App,Rest
ME-001000,JL-0142,2026-06-01,Routine Completed,App,Mindful
ME-001001,JL-0142,2026-06-03,Routine Started,Email,Rest
ME-001002,JL-0142,2026-06-01,Routine Started,Email,Rest
ME-001003,JL-0142,2026-06-05,Community Joined,Support,Rest
ME-001004,JL-0143,2025-11-16,Plan Started,Email,Mindful
ME-001005,JL-0143,2026-01-17,Routine Completed,Email,Move
ME-001006,JL-0143,2026-03-14,Routine Completed,SMS,Mindful
ME-001007,JL-0143,2026-06-06,Community Joined,App Push,Mindful
ME-001008,JL-0143,2026-04-04,Plan Renewed,Support,Mindful
ME-001009,JL-0143,2026-04-29,Routine Completed,App,Mindful
ME-001010,JL-0143,2025-11-27,Community Joined,Web,Move
ME-001011,JL-0144,2026-05-20,Trial Started,Email,Connect
ME-001012,JL-0144,2026-05-31,Routine Completed,Email,Move
ME-001013,JL-0144,2026-05-28,Routine Started,App Push,Move
ME-001014,JL-0144,2026-05-26,Routine Started,Web,Move
ME-001015,JL-0144,2026-06-04,Preference Updated,App Push,Move
ME-001016,JL-0144,2026-06-05,Routine Started,Web,Connect
ME-001017,JL-0144,2026-05-29,Routine Started,Support,Connect
ME-001018,JL-0144,2026-05-24,Routine Completed,SMS,Connect
ME-001019,JL-0144,2026-05-31,Plan Renewed,Support,Move
ME-001020,JL-0144,2026-06-05,Routine Started,App Push,Move
ME-001021,JL-0145,2026-01-30,Plan Started,Email,Organize
ME-001022,JL-0145,2026-06-06,Routine Completed,Email,Mindful
ME-001023,JL-0145,2026-04-16,Routine Started,SMS,Organize
ME-001024,JL-0145,2026-03-22,Routine Started,SMS,Organize
ME-001025,JL-0145,2026-05-17,Routine Started,App Push,Mindful
ME-001026,JL-0145,2026-05-05,Preference Updated,App Push,Organize
ME-001027,JL-0146,2024-07-27,Plan Started,Email,Mindful
ME-001028,JL-0146,2024-12-28,Routine Completed,SMS,Mindful
ME-001029,JL-0146,2025-07-09,Plan Paused,Support,Mindful
ME-001030,JL-0146,2025-05-05,Routine Completed,SMS,Mindful
ME-001031,JL-0146,2024-09-07,Community Joined,Email,Mindful
ME-001032,JL-0146,2026-02-05,Plan Paused,Web,Mindful
ME-001033,JL-0146,2025-03-24,Plan Paused,Support,Move
ME-001034,JL-0147,2025-07-31,Plan Started,App,Rest
ME-001035,JL-0147,2026-03-04,Preference Updated,Web,Rest
ME-001036,JL-0147,2026-04-27,Routine Started,App,Organize
ME-001037,JL-0147,2026-03-21,Routine Started,Email,Organize
ME-001038,JL-0147,2025-10-26,Plan Renewed,Email,Rest
ME-001039,JL-0147,2026-06-01,Preference Updated,Web,Rest
ME-001040,JL-0147,2026-02-27,Plan Renewed,SMS,Rest
ME-001041,JL-0147,2026-01-03,Routine Started,Support,Rest
ME-001042,JL-0148,2024-08-03,Plan Started,Email,Organize
ME-001043,JL-0148,2025-01-15,Community Joined,Email,Organize
ME-001044,JL-0148,2025-11-19,Routine Completed,App Push,Organize
ME-001045,JL-0148,2025-04-26,Routine Started,App,Organize
ME-001046,JL-0148,2025-11-04,Routine Completed,App Push,Organize
ME-001047,JL-0148,2024-08-30,Plan Renewed,App,Organize
ME-001048,JL-0148,2025-05-06,Community Joined,App Push,Rest
ME-001049,JL-0148,2025-09-19,Routine Started,Email,Organize
ME-001050,JL-0149,2025-10-27,Plan Started,Web,Nourish
ME-001051,JL-0149,2026-03-29,Routine Started,Web,Nourish
ME-001052,JL-0149,2026-05-16,Routine Started,App Push,Nourish
ME-001053,JL-0149,2025-11-29,Preference Updated,Email,Nourish
ME-001054,JL-0149,2025-11-02,Plan Renewed,Support,Nourish
ME-001055,JL-0149,2025-12-06,Preference Updated,Web,Nourish
ME-001056,JL-0150,2024-08-31,Plan Started,App,Nourish
ME-001057,JL-0150,2025-11-26,Routine Started,App Push,Nourish
ME-001058,JL-0150,2025-08-14,Routine Completed,Web,Nourish
ME-001059,JL-0150,2025-12-03,Routine Completed,App Push,Nourish
ME-001060,JL-0150,2025-01-15,Routine Completed,App,Nourish
ME-001061,JL-0150,2025-12-18,Plan Renewed,Support,Nourish
ME-001062,JL-0151,2026-04-02,Plan Started,Web,Rest
ME-001063,JL-0151,2026-04-30,Routine Started,Email,Rest
ME-001064,JL-0151,2026-05-03,Plan Renewed,SMS,Rest
ME-001065,JL-0151,2026-05-10,Routine Started,Web,Rest
ME-001066,JL-0151,2026-04-30,Routine Completed,Email,Organize
ME-001067,JL-0151,2026-05-04,Preference Updated,Email,Organize
ME-001068,JL-0151,2026-04-04,Routine Started,App Push,Organize
ME-001069,JL-0151,2026-05-07,Routine Completed,Email,Rest
ME-001070,JL-0151,2026-04-22,Routine Started,Email,Organize
ME-001071,JL-0152,2025-07-24,Trial Started,App,Rest
ME-001072,JL-0152,2025-09-15,Preference Updated,SMS,Rest
ME-001073,JL-0152,2026-02-28,Plan Renewed,Web,Organize
ME-001074,JL-0152,2025-12-07,Community Joined,Email,Organize
ME-001075,JL-0152,2026-02-18,Routine Started,Support,Rest
ME-001076,JL-0152,2025-09-16,Routine Started,App Push,Organize
ME-001077,JL-0152,2025-11-28,Routine Started,Web,Organize
ME-001078,JL-0153,2025-05-16,Plan Started,App,Mindful
ME-001079,JL-0153,2025-08-10,Routine Started,Email,Organize
ME-001080,JL-0153,2025-07-03,Routine Completed,Web,Mindful
ME-001081,JL-0153,2026-02-17,Routine Completed,App Push,Mindful
ME-001082,JL-0153,2025-12-23,Routine Started,App Push,Mindful
ME-001083,JL-0154,2026-04-17,Plan Started,Web,Mindful
ME-001084,JL-0154,2026-06-07,Routine Completed,App,Mindful
ME-001085,JL-0154,2026-05-23,Routine Started,App Push,Mindful
ME-001086,JL-0154,2026-05-27,Routine Started,Support,Mindful
ME-001087,JL-0154,2026-06-07,Plan Renewed,Support,Mindful
ME-001088,JL-0154,2026-05-30,Routine Started,Web,Mindful
ME-001089,JL-0155,2025-10-07,Plan Started,Email,Nourish
ME-001090,JL-0155,2026-03-04,Preference Updated,Web,Move
ME-001091,JL-0155,2025-12-29,Plan Renewed,SMS,Nourish
ME-001092,JL-0155,2026-04-01,Preference Updated,App Push,Nourish
ME-001093,JL-0155,2026-02-21,Routine Started,Web,Move
ME-001094,JL-0155,2025-11-04,Plan Renewed,Web,Move
ME-001095,JL-0156,2026-03-04,Plan Started,App,Move
ME-001096,JL-0156,2026-04-04,Routine Started,Email,Connect
ME-001097,JL-0156,2026-04-13,Community Joined,Support,Move
ME-001098,JL-0156,2026-06-02,Routine Completed,Web,Move
ME-001099,JL-0156,2026-04-06,Routine Started,Support,Move
ME-001100,JL-0156,2026-05-18,Preference Updated,SMS,Move
ME-001101,JL-0156,2026-05-11,Preference Updated,Support,Move
ME-001102,JL-0157,2025-05-14,Plan Started,Web,Move
ME-001103,JL-0157,2025-08-17,Preference Updated,SMS,Move
ME-001104,JL-0157,2025-07-07,Routine Completed,Web,Mindful
ME-001105,JL-0157,2025-05-25,Plan Renewed,App,Mindful
ME-001106,JL-0157,2025-08-21,Community Joined,Email,Move
ME-001107,JL-0157,2026-01-09,Preference Updated,Web,Mindful
ME-001108,JL-0157,2026-04-20,Plan Renewed,App,Move
ME-001109,JL-0157,2025-07-26,Routine Completed,Web,Mindful
ME-001110,JL-0158,2026-05-31,Plan Started,Web,Rest
ME-001111,JL-0158,2026-06-05,Routine Started,App,Rest
ME-001112,JL-0158,2026-06-06,Preference Updated,App,Rest
ME-001113,JL-0158,2026-06-01,Preference Updated,App Push,Rest
ME-001114,JL-0158,2026-06-04,Routine Completed,App Push,Rest
ME-001115,JL-0158,2026-06-01,Routine Started,App,Organize
ME-001116,JL-0159,2026-05-17,Plan Started,App,Move
ME-001117,JL-0159,2026-05-22,Community Joined,Support,Move
ME-001118,JL-0159,2026-06-02,Routine Completed,SMS,Move
ME-001119,JL-0159,2026-05-20,Plan Renewed,SMS,Move
ME-001120,JL-0159,2026-06-02,Routine Completed,Support,Nourish
ME-001121,JL-0159,2026-05-30,Routine Started,SMS,Move
ME-001122,JL-0160,2026-02-13,Plan Started,Web,Organize
ME-001123,JL-0160,2026-03-26,Community Joined,Email,Move
ME-001124,JL-0160,2026-04-16,Routine Completed,SMS,Organize
ME-001125,JL-0160,2026-03-30,Plan Renewed,Email,Move
ME-001126,JL-0160,2026-06-06,Preference Updated,Email,Move
ME-001127,JL-0160,2026-03-09,Routine Completed,Support,Organize
ME-001128,JL-0160,2026-04-23,Preference Updated,App,Organize
ME-001129,JL-0160,2026-03-07,Routine Started,Email,Organize
ME-001130,JL-0161,2025-07-16,Plan Started,Email,Connect
ME-001131,JL-0161,2026-01-24,Routine Started,Email,Connect
ME-001132,JL-0161,2025-08-03,Preference Updated,App,Connect
ME-001133,JL-0161,2026-02-14,Plan Paused,Support,Connect
ME-001134,JL-0161,2025-12-01,Routine Started,SMS,Nourish
ME-001135,JL-0161,2025-11-25,Community Joined,Web,Connect
ME-001136,JL-0161,2026-03-01,Routine Completed,Web,Connect
ME-001137,JL-0162,2026-05-18,Plan Started,App,Nourish
ME-001138,JL-0162,2026-06-05,Plan Paused,SMS,Nourish
ME-001139,JL-0162,2026-06-05,Routine Started,App Push,Move
ME-001140,JL-0162,2026-05-22,Routine Completed,Web,Nourish
ME-001141,JL-0162,2026-05-25,Routine Started,Email,Nourish
ME-001142,JL-0162,2026-05-25,Routine Started,Email,Move
ME-001143,JL-0162,2026-05-26,Preference Updated,App,Nourish
ME-001144,JL-0162,2026-05-26,Preference Updated,Email,Nourish
ME-001145,JL-0162,2026-05-25,Preference Updated,Web,Nourish
ME-001146,JL-0162,2026-06-06,Preference Updated,Support,Nourish
ME-001147,JL-0163,2026-01-04,Preference Updated,App,Organize
ME-001148,JL-0163,2026-02-10,Plan Renewed,Support,Organize
ME-001149,JL-0163,2026-05-15,Community Joined,SMS,Connect
ME-001150,JL-0163,2026-05-10,Preference Updated,App,Connect
ME-001151,JL-0163,2026-02-02,Routine Started,App,Organize
ME-001152,JL-0164,2025-05-26,Trial Started,Web,Organize
ME-001153,JL-0164,2026-02-16,Routine Completed,SMS,Organize
ME-001154,JL-0164,2025-07-31,Preference Updated,Email,Organize
ME-001155,JL-0164,2025-06-22,Routine Started,App,Organize
ME-001156,JL-0164,2025-06-12,Routine Started,App Push,Organize
ME-001157,JL-0164,2025-09-06,Community Joined,App Push,Move
ME-001158,JL-0164,2026-02-03,Routine Started,SMS,Organize
ME-001159,JL-0164,2026-02-16,Routine Completed,Web,Move
ME-001160,JL-0164,2026-01-28,Routine Started,App Push,Organize
ME-001161,JL-0165,2025-11-26,Plan Started,App,Organize
ME-001162,JL-0165,2025-12-26,Routine Completed,App Push,Mindful
ME-001163,JL-0165,2025-12-15,Preference Updated,App,Organize
ME-001164,JL-0166,2025-10-08,Trial Started,App,Nourish
ME-001165,JL-0166,2026-04-20,Routine Completed,App Push,Nourish
ME-001166,JL-0166,2026-01-06,Community Joined,Web,Nourish
ME-001167,JL-0166,2026-05-06,Routine Started,App Push,Organize
ME-001168,JL-0166,2026-03-18,Community Joined,Email,Nourish
ME-001169,JL-0166,2026-03-30,Routine Started,App,Nourish
ME-001170,JL-0166,2025-12-19,Routine Completed,App Push,Nourish
ME-001171,JL-0167,2026-01-30,Plan Started,Web,Nourish
ME-001172,JL-0167,2026-02-05,Plan Renewed,Support,Nourish
ME-001173,JL-0167,2026-05-23,Routine Started,Email,Rest
ME-001174,JL-0167,2026-06-05,Preference Updated,App Push,Nourish
ME-001175,JL-0167,2026-04-17,Routine Started,App,Rest
ME-001176,JL-0167,2026-02-15,Routine Completed,Email,Nourish
ME-001177,JL-0167,2026-03-14,Preference Updated,Support,Nourish
ME-001178,JL-0167,2026-03-28,Preference Updated,App,Nourish
ME-001179,JL-0168,2026-03-21,Plan Started,Email,Mindful
ME-001180,JL-0168,2026-04-12,Routine Started,Support,Mindful
ME-001181,JL-0168,2026-06-04,Plan Renewed,App,Rest
ME-001182,JL-0168,2026-04-13,Plan Renewed,Email,Mindful
ME-001183,JL-0168,2026-04-27,Routine Completed,SMS,Rest
ME-001184,JL-0168,2026-03-22,Community Joined,App Push,Mindful
ME-001185,JL-0168,2026-05-31,Community Joined,Web,Mindful
ME-001186,JL-0168,2026-04-11,Plan Renewed,Support,Rest
ME-001187,JL-0168,2026-04-08,Plan Renewed,Email,Mindful
ME-001188,JL-0169,2026-01-20,Preference Updated,Email,Connect
ME-001189,JL-0169,2026-02-14,Preference Updated,App,Connect
ME-001190,JL-0169,2026-02-06,Routine Started,Web,Move
ME-001191,JL-0169,2026-05-01,Preference Updated,Email,Connect
ME-001192,JL-0169,2026-01-27,Routine Started,SMS,Move
ME-001193,JL-0169,2026-04-08,Routine Started,SMS,Connect
ME-001194,JL-0169,2026-05-14,Plan Canceled,Email,Connect
ME-001195,JL-0170,2026-05-07,Plan Started,Email,Mindful
ME-001196,JL-0170,2026-06-02,Routine Started,App,Nourish
ME-001197,JL-0170,2026-05-22,Preference Updated,App,Mindful
ME-001198,JL-0170,2026-05-18,Routine Completed,SMS,Mindful
ME-001199,JL-0170,2026-05-11,Routine Started,Web,Mindful
ME-001200,JL-0171,2026-01-06,Plan Started,Web,Mindful
ME-001201,JL-0171,2026-04-07,Plan Canceled,SMS,Mindful
ME-001202,JL-0171,2026-02-07,Routine Completed,Web,Connect
ME-001203,JL-0171,2026-01-30,Routine Started,Support,Mindful
ME-001204,JL-0171,2026-04-05,Community Joined,App,Mindful
ME-001205,JL-0171,2026-06-02,Routine Started,App Push,Mindful
ME-001206,JL-0171,2026-03-10,Routine Started,SMS,Connect
ME-001207,JL-0172,2025-11-27,Plan Started,Email,Connect
ME-001208,JL-0172,2026-03-18,Preference Updated,SMS,Move
ME-001209,JL-0172,2026-02-23,Community Joined,Email,Connect
ME-001210,JL-0172,2026-05-05,Routine Completed,App Push,Move
ME-001211,JL-0172,2025-12-03,Community Joined,App Push,Move
ME-001212,JL-0173,2026-05-26,Trial Started,App,Rest
ME-001213,JL-0173,2026-06-01,Routine Started,App Push,Rest
ME-001214,JL-0173,2026-06-02,Preference Updated,SMS,Rest
ME-001215,JL-0173,2026-05-31,Routine Completed,App Push,Connect
ME-001216,JL-0173,2026-05-29,Routine Started,Web,Rest
ME-001217,JL-0173,2026-05-30,Routine Completed,Web,Rest
ME-001218,JL-0173,2026-06-02,Routine Completed,SMS,Rest
ME-001219,JL-0174,2026-05-21,Trial Started,App,Connect
ME-001220,JL-0174,2026-06-05,Routine Completed,App Push,Connect
ME-001221,JL-0174,2026-05-24,Routine Started,Web,Connect
ME-001222,JL-0174,2026-06-01,Community Joined,App,Connect
ME-001223,JL-0174,2026-05-22,Routine Started,App,Connect
ME-001224,JL-0174,2026-05-22,Routine Started,Web,Connect
ME-001225,JL-0174,2026-05-22,Community Joined,Support,Connect
ME-001226,JL-0174,2026-06-01,Routine Started,Web,Connect
ME-001227,JL-0174,2026-05-22,Community Joined,Web,Connect
ME-001228,JL-0175,2026-05-22,Plan Started,Web,Connect
ME-001229,JL-0175,2026-05-27,Plan Renewed,Support,Connect
ME-001230,JL-0175,2026-05-31,Community Joined,Web,Connect
ME-001231,JL-0175,2026-05-28,Routine Completed,SMS,Organize
ME-001232,JL-0175,2026-06-07,Routine Started,Web,Connect
ME-001233,JL-0175,2026-05-29,Routine Started,SMS,Connect
ME-001234,JL-0176,2024-12-26,Trial Started,App,Mindful
ME-001235,JL-0176,2026-02-13,Routine Started,App Push,Mindful
ME-001236,JL-0176,2026-05-22,Routine Started,Email,Mindful
ME-001237,JL-0176,2025-01-23,Routine Completed,Support,Mindful
ME-001238,JL-0176,2025-09-29,Community Joined,Support,Mindful
ME-001239,JL-0176,2025-05-09,Routine Completed,Web,Mindful
ME-001240,JL-0176,2025-02-12,Routine Completed,Email,Mindful
ME-001241,JL-0176,2025-03-21,Routine Started,Support,Mindful
ME-001242,JL-0176,2025-12-11,Routine Completed,App,Connect
ME-001243,JL-0177,2025-03-06,Plan Started,Web,Connect
ME-001244,JL-0177,2026-05-19,Routine Started,SMS,Connect
ME-001245,JL-0177,2026-06-06,Community Joined,Web,Connect
ME-001246,JL-0177,2025-11-09,Routine Started,Web,Organize
ME-001247,JL-0177,2025-12-18,Plan Renewed,Email,Connect
ME-001248,JL-0177,2026-04-08,Routine Started,Web,Organize
ME-001249,JL-0177,2026-05-31,Routine Completed,App Push,Connect
ME-001250,JL-0178,2026-05-22,Plan Started,App,Organize
ME-001251,JL-0178,2026-05-24,Plan Paused,Email,Organize
ME-001252,JL-0178,2026-05-24,Routine Started,Email,Organize
ME-001253,JL-0178,2026-06-07,Preference Updated,App Push,Organize
ME-001254,JL-0178,2026-06-01,Preference Updated,App,Mindful
ME-001255,JL-0179,2025-08-10,Plan Started,App,Rest
ME-001256,JL-0179,2026-02-14,Routine Completed,Email,Rest
ME-001257,JL-0179,2025-10-31,Plan Paused,App,Rest
ME-001258,JL-0179,2025-10-11,Preference Updated,Web,Connect
ME-001259,JL-0179,2026-03-04,Routine Started,Web,Rest
ME-001260,JL-0180,2026-02-28,Plan Started,Web,Organize
ME-001261,JL-0180,2026-03-17,Routine Completed,Email,Rest
ME-001262,JL-0180,2026-03-22,Routine Started,App,Organize
ME-001263,JL-0180,2026-04-28,Routine Started,App Push,Rest
ME-001264,JL-0180,2026-03-26,Plan Canceled,App Push,Organize
ME-001265,JL-0180,2026-03-06,Preference Updated,SMS,Organize
ME-001266,JL-0181,2026-01-11,Plan Started,Web,Organize
ME-001267,JL-0181,2026-03-24,Routine Completed,SMS,Organize
ME-001268,JL-0181,2026-03-28,Routine Started,SMS,Organize
ME-001269,JL-0181,2026-05-21,Routine Started,SMS,Mindful
ME-001270,JL-0181,2026-02-15,Community Joined,App,Mindful
ME-001271,JL-0181,2026-02-27,Routine Started,Email,Mindful
ME-001272,JL-0181,2026-06-01,Routine Completed,SMS,Organize
ME-001273,JL-0181,2026-02-01,Routine Started,App,Organize
ME-001274,JL-0181,2026-03-20,Plan Renewed,App,Organize
ME-001275,JL-0182,2026-04-28,Plan Started,App,Rest
