interaction_id,member_id,content_id,interaction_date,interaction_type,session_context,engagement_depth
CI-003134,JL-0135,CNT-006,2026-04-21,Complete,Evening,5
CI-003135,JL-0135,CNT-007,2026-04-30,View,Midday,5
CI-003136,JL-0135,CNT-006,2026-05-19,Complete,Morning,3
CI-003137,JL-0135,CNT-006,2026-05-20,Complete,Morning,4
CI-003138,JL-0135,CNT-001,2026-05-16,View,Evening,2
CI-003139,JL-0135,CNT-003,2026-03-31,View,Midday,1
CI-003140,JL-0136,CNT-004,2026-04-26,Save,Evening,3
CI-003141,JL-0136,CNT-010,2026-04-20,Search,Evening,2
CI-003142,JL-0136,CNT-005,2026-04-03,View,Morning,4
CI-003143,JL-0136,CNT-005,2026-05-10,View,Morning,4
CI-003144,JL-0136,CNT-004,2026-05-17,View,Morning,4
CI-003145,JL-0136,CNT-004,2026-06-01,View,Unknown,3
CI-003146,JL-0136,CNT-004,2026-04-16,Save,Unknown,3
CI-003147,JL-0136,CNT-005,2026-05-28,View,Unknown,3
CI-003148,JL-0136,CNT-001,2026-02-27,View,Evening,3
CI-003149,JL-0136,CNT-004,2026-05-12,View,Evening,1
CI-003150,JL-0136,CNT-010,2026-04-07,View,Evening,5
CI-003151,JL-0136,CNT-004,2026-06-01,View,Evening,4
CI-003152,JL-0136,CNT-006,2026-05-26,Save,Weekend,1
CI-003153,JL-0136,CNT-010,2026-05-09,Complete,Midday,2
CI-003154,JL-0136,CNT-010,2026-04-02,View,Unknown,2
CI-003155,JL-0136,CNT-004,2026-03-16,Complete,Morning,2
CI-003156,JL-0136,CNT-010,2026-05-07,Dismiss,Midday,1
CI-003157,JL-0136,CNT-005,2026-02-15,View,Midday,4
CI-003158,JL-0136,CNT-003,2026-04-22,Dismiss,Evening,4
CI-003159,JL-0136,CNT-004,2026-02-25,Save,Midday,4
CI-003160,JL-0136,CNT-003,2026-05-18,View,Evening,2
CI-003161,JL-0136,CNT-002,2026-03-31,Dismiss,Evening,2
CI-003162,JL-0136,CNT-010,2026-03-22,View,Evening,2
CI-003163,JL-0136,CNT-005,2026-05-28,View,Midday,3
CI-003164,JL-0136,CNT-010,2026-05-22,Share,Morning,2
CI-003165,JL-0136,CNT-004,2026-05-19,Save,Midday,2
CI-003166,JL-0136,CNT-005,2026-05-02,Complete,Morning,1
CI-003167,JL-0136,CNT-010,2026-04-30,Search,Weekend,4
CI-003168,JL-0136,CNT-004,2026-03-16,View,Unknown,3
CI-003169,JL-0136,CNT-004,2026-05-27,View,Unknown,4
CI-003170,JL-0136,CNT-004,2026-05-28,View,Morning,4
CI-003171,JL-0136,CNT-008,2026-02-20,Search,Unknown,2
CI-003172,JL-0136,CNT-004,2026-05-29,View,Unknown,3
CI-003173,JL-0137,CNT-004,2026-05-04,View,Midday,4
CI-003174,JL-0137,CNT-005,2026-05-25,View,Midday,5
CI-003175,JL-0137,CNT-010,2026-02-18,Share,Unknown,1
CI-003176,JL-0137,CNT-005,2026-03-31,View,Evening,3
CI-003177,JL-0137,CNT-004,2026-03-05,Search,Morning,5
CI-003178,JL-0137,CNT-005,2026-05-09,Save,Unknown,2
CI-003179,JL-0137,CNT-010,2026-03-09,View,Evening,1
CI-003180,JL-0137,CNT-010,2026-05-19,View,Morning,5
CI-003181,JL-0138,CNT-009,2026-04-07,Search,Unknown,2
CI-003182,JL-0138,CNT-007,2026-02-27,View,Evening,3
CI-003183,JL-0138,CNT-006,2026-04-02,Complete,Unknown,4
CI-003184,JL-0138,CNT-009,2026-05-04,View,Morning,3
CI-003185,JL-0138,CNT-001,2026-05-04,Dismiss,Unknown,4
CI-003186,JL-0138,CNT-006,2026-03-24,View,Evening,3
CI-003187,JL-0138,CNT-001,2026-02-27,Share,Midday,3
CI-003188,JL-0138,CNT-002,2026-04-27,Share,Evening,5
CI-003189,JL-0138,CNT-006,2026-04-13,Dismiss,Unknown,2
CI-003190,JL-0138,CNT-008,2026-05-12,Complete,Unknown,2
CI-003191,JL-0138,CNT-001,2026-03-28,View,Morning,4
CI-003192,JL-0138,CNT-009,2026-05-21,View,Morning,2
CI-003193,JL-0138,CNT-010,2026-03-24,View,Morning,4
CI-003194,JL-0138,CNT-001,2026-03-23,View,Evening,3
CI-003195,JL-0138,CNT-006,2026-05-09,View,Evening,4
CI-003196,JL-0138,CNT-009,2026-02-15,Complete,Midday,2
CI-003197,JL-0138,CNT-001,2026-05-26,Search,Morning,3
CI-003198,JL-0138,CNT-010,2026-03-04,Search,Midday,1
CI-003199,JL-0138,CNT-009,2026-04-30,Save,Weekend,5
CI-003200,JL-0138,CNT-001,2026-05-07,View,Weekend,2
CI-003201,JL-0138,CNT-006,2026-05-30,View,Morning,2
CI-003202,JL-0138,CNT-010,2026-05-24,View,Midday,2
CI-003203,JL-0138,CNT-006,2026-05-15,Complete,Weekend,2
CI-003204,JL-0138,CNT-001,2026-02-22,View,Midday,3
CI-003205,JL-0138,CNT-009,2026-03-31,View,Evening,1
CI-003206,JL-0138,CNT-006,2026-05-01,View,Weekend,5
CI-003207,JL-0138,CNT-005,2026-03-07,Share,Unknown,4
CI-003208,JL-0138,CNT-006,2026-06-04,Share,Midday,2
CI-003209,JL-0138,CNT-006,2026-05-09,View,Unknown,3
CI-003210,JL-0138,CNT-003,2026-03-29,Search,Weekend,1
CI-003211,JL-0138,CNT-006,2026-02-21,View,Morning,1
CI-003212,JL-0138,CNT-002,2026-06-02,Save,Midday,4
CI-003213,JL-0138,CNT-009,2026-02-12,Dismiss,Midday,3
CI-003214,JL-0138,CNT-007,2026-05-23,Complete,Unknown,2
CI-003215,JL-0138,CNT-007,2026-03-31,View,Midday,2
CI-003216,JL-0138,CNT-007,2026-05-14,Save,Unknown,2
CI-003217,JL-0138,CNT-003,2026-05-14,View,Morning,2
CI-003218,JL-0138,CNT-009,2026-02-22,View,Unknown,1
CI-003219,JL-0138,CNT-001,2026-05-27,Complete,Weekend,3
CI-003220,JL-0138,CNT-006,2026-02-17,Share,Evening,3
CI-003221,JL-0138,CNT-009,2026-05-03,View,Unknown,2
CI-003222,JL-0138,CNT-008,2026-03-19,Complete,Midday,4
CI-003223,JL-0138,CNT-003,2026-02-24,View,Evening,5
CI-003224,JL-0138,CNT-002,2026-05-01,Complete,Weekend,1
CI-003225,JL-0138,CNT-006,2026-04-19,Complete,Weekend,2
CI-003226,JL-0139,CNT-008,2026-03-01,Complete,Morning,4
CI-003227,JL-0139,CNT-002,2026-03-19,View,Midday,2
CI-003228,JL-0139,CNT-010,2026-05-23,View,Unknown,1
CI-003229,JL-0139,CNT-004,2026-03-09,View,Evening,2
CI-003230,JL-0139,CNT-010,2026-04-06,Save,Weekend,2
CI-003231,JL-0139,CNT-002,2026-02-27,Save,Unknown,2
CI-003232,JL-0139,CNT-002,2026-04-16,View,Weekend,4
CI-003233,JL-0139,CNT-008,2026-03-02,Dismiss,Weekend,3
CI-003234,JL-0139,CNT-008,2026-02-21,Save,Unknown,5
CI-003235,JL-0139,CNT-004,2026-04-26,Complete,Midday,2
CI-003236,JL-0139,CNT-002,2026-05-18,View,Weekend,5
CI-003237,JL-0139,CNT-002,2026-03-06,Save,Morning,2
CI-003238,JL-0139,CNT-006,2026-02-26,View,Unknown,2
CI-003239,JL-0140,CNT-007,2026-02-27,Dismiss,Midday,3
CI-003240,JL-0140,CNT-005,2026-02-15,View,Evening,3
CI-003241,JL-0140,CNT-010,2026-04-10,View,Unknown,2
CI-003242,JL-0140,CNT-007,2026-02-22,Save,Unknown,3
CI-003243,JL-0140,CNT-003,2026-03-26,View,Evening,3
CI-003244,JL-0140,CNT-005,2026-04-22,View,Weekend,4
CI-003245,JL-0140,CNT-003,2026-02-08,View,Morning,4
CI-003246,JL-0140,CNT-005,2026-05-05,Complete,Evening,3
CI-003247,JL-0140,CNT-003,2026-05-16,View,Weekend,4
CI-003248,JL-0140,CNT-003,2026-05-16,Complete,Unknown,3
CI-003249,JL-0140,CNT-005,2026-04-02,Complete,Weekend,3
CI-003250,JL-0140,CNT-007,2026-02-20,View,Evening,3
CI-003251,JL-0140,CNT-003,2026-05-13,Complete,Midday,5
CI-003252,JL-0140,CNT-007,2026-04-02,Dismiss,Unknown,4
CI-003253,JL-0140,CNT-006,2026-05-09,View,Weekend,5
CI-003254,JL-0140,CNT-007,2026-04-22,Share,Evening,2
CI-003255,JL-0140,CNT-007,2026-02-28,Search,Weekend,2
CI-003256,JL-0140,CNT-007,2026-04-09,View,Unknown,3
CI-003257,JL-0140,CNT-007,2026-05-23,Complete,Weekend,4
CI-003258,JL-0140,CNT-007,2026-02-20,View,Evening,1
CI-003259,JL-0140,CNT-005,2026-06-06,View,Weekend,3
CI-003260,JL-0140,CNT-003,2026-02-20,Save,Morning,3
CI-003261,JL-0140,CNT-003,2026-06-03,Save,Evening,1
CI-003262,JL-0140,CNT-003,2026-04-29,Search,Unknown,4
CI-003263,JL-0140,CNT-003,2026-05-09,Save,Unknown,3
CI-003264,JL-0140,CNT-005,2026-04-12,Search,Midday,3
CI-003265,JL-0140,CNT-007,2026-03-23,View,Morning,3
CI-003266,JL-0140,CNT-005,2026-04-15,View,Morning,2
CI-003267,JL-0140,CNT-007,2026-04-10,View,Morning,2
CI-003268,JL-0140,CNT-007,2026-04-05,Save,Midday,3
CI-003269,JL-0140,CNT-003,2026-03-03,Complete,Unknown,4
CI-003270,JL-0140,CNT-008,2026-03-09,Complete,Midday,4
CI-003271,JL-0140,CNT-003,2026-04-08,Complete,Midday,1
CI-003272,JL-0140,CNT-005,2026-04-07,View,Evening,5
CI-003273,JL-0140,CNT-007,2026-04-28,Complete,Morning,3
CI-003274,JL-0140,CNT-007,2026-05-09,View,Weekend,2
CI-003275,JL-0141,CNT-005,2026-04-13,View,Weekend,3
CI-003276,JL-0141,CNT-004,2026-03-05,Dismiss,Morning,5
CI-003277,JL-0141,CNT-006,2026-06-04,Search,Evening,3
CI-003278,JL-0141,CNT-010,2026-06-06,Dismiss,Weekend,4
CI-003279,JL-0141,CNT-006,2026-03-10,View,Midday,4
CI-003280,JL-0141,CNT-006,2026-04-26,View,Unknown,2
CI-003281,JL-0142,CNT-002,2026-02-09,Save,Unknown,2
CI-003282,JL-0142,CNT-005,2026-03-18,View,Evening,3
CI-003283,JL-0142,CNT-009,2026-03-31,Complete,Midday,3
CI-003284,JL-0142,CNT-009,2026-03-18,View,Morning,5
CI-003285,JL-0142,CNT-005,2026-03-27,Save,Weekend,3
CI-003286,JL-0142,CNT-001,2026-03-04,View,Unknown,4
CI-003287,JL-0142,CNT-001,2026-06-06,Complete,Evening,3
CI-003288,JL-0142,CNT-009,2026-04-16,View,Evening,2
CI-003289,JL-0142,CNT-005,2026-02-16,Save,Evening,2
CI-003290,JL-0142,CNT-010,2026-05-24,View,Weekend,2
CI-003291,JL-0142,CNT-008,2026-04-05,View,Weekend,2
CI-003292,JL-0142,CNT-005,2026-05-25,Save,Morning,3
CI-003293,JL-0142,CNT-009,2026-04-23,Search,Midday,4
CI-003294,JL-0142,CNT-005,2026-04-30,View,Unknown,4
CI-003295,JL-0142,CNT-009,2026-05-01,Save,Morning,4
CI-003296,JL-0142,CNT-001,2026-05-04,Dismiss,Unknown,1
CI-003297,JL-0142,CNT-005,2026-05-30,View,Morning,5
CI-003298,JL-0142,CNT-001,2026-02-17,Complete,Weekend,4
CI-003299,JL-0142,CNT-009,2026-05-13,Save,Evening,2
CI-003300,JL-0142,CNT-001,2026-05-04,View,Weekend,2
CI-003301,JL-0143,CNT-009,2026-02-23,Complete,Evening,4
CI-003302,JL-0143,CNT-008,2026-05-20,Complete,Evening,4
CI-003303,JL-0143,CNT-001,2026-03-21,Dismiss,Weekend,5
CI-003304,JL-0143,CNT-002,2026-04-24,View,Morning,3
CI-003305,JL-0143,CNT-009,2026-05-24,Save,Weekend,3
CI-003306,JL-0143,CNT-009,2026-03-29,View,Morning,4
CI-003307,JL-0143,CNT-009,2026-05-27,View,Morning,2
CI-003308,JL-0143,CNT-002,2026-04-03,Save,Unknown,2
CI-003309,JL-0143,CNT-001,2026-02-19,View,Midday,1
CI-003310,JL-0143,CNT-001,2026-05-08,Dismiss,Evening,3
CI-003311,JL-0143,CNT-009,2026-05-22,View,Evening,5
CI-003312,JL-0143,CNT-001,2026-05-10,Complete,Evening,4
CI-003313,JL-0143,CNT-009,2026-05-15,Complete,Weekend,3
CI-003314,JL-0143,CNT-002,2026-04-07,Complete,Weekend,2
CI-003315,JL-0143,CNT-009,2026-02-20,View,Morning,2
CI-003316,JL-0143,CNT-006,2026-05-28,Share,Evening,3
CI-003317,JL-0144,CNT-008,2026-02-28,Complete,Weekend,2
CI-003318,JL-0144,CNT-002,2026-05-14,View,Weekend,4
CI-003319,JL-0144,CNT-008,2026-02-15,Complete,Weekend,4
CI-003320,JL-0144,CNT-008,2026-02-24,Search,Midday,4
CI-003321,JL-0144,CNT-006,2026-03-23,Save,Morning,2
CI-003322,JL-0144,CNT-006,2026-05-01,Save,Weekend,1
CI-003323,JL-0144,CNT-002,2026-03-23,Share,Evening,2
CI-003324,JL-0144,CNT-006,2026-03-08,View,Evening,1
CI-003325,JL-0144,CNT-006,2026-05-31,View,Weekend,2
CI-003326,JL-0144,CNT-006,2026-03-09,Complete,Midday,5
CI-003327,JL-0144,CNT-006,2026-05-31,View,Weekend,3
CI-003328,JL-0144,CNT-008,2026-05-17,View,Weekend,4
CI-003329,JL-0144,CNT-003,2026-06-02,Dismiss,Morning,2
CI-003330,JL-0144,CNT-003,2026-05-25,Complete,Weekend,2
CI-003331,JL-0144,CNT-002,2026-04-11,View,Weekend,3
CI-003332,JL-0144,CNT-002,2026-04-01,View,Morning,4
CI-003333,JL-0144,CNT-002,2026-05-07,Share,Evening,4
CI-003334,JL-0144,CNT-002,2026-04-19,Share,Midday,5
CI-003335,JL-0144,CNT-009,2026-05-30,Complete,Midday,2
CI-003336,JL-0144,CNT-006,2026-02-18,View,Weekend,3
CI-003337,JL-0144,CNT-008,2026-04-30,View,Evening,2
CI-003338,JL-0144,CNT-008,2026-03-30,Complete,Morning,5
CI-003339,JL-0144,CNT-007,2026-04-05,Save,Evening,2
CI-003340,JL-0144,CNT-006,2026-04-21,View,Unknown,2
CI-003341,JL-0144,CNT-006,2026-05-09,View,Evening,3
CI-003342,JL-0144,CNT-008,2026-03-23,View,Evening,2
CI-003343,JL-0145,CNT-009,2026-03-25,View,Evening,3
CI-003344,JL-0145,CNT-007,2026-05-13,Save,Morning,2
CI-003345,JL-0145,CNT-003,2026-06-02,Save,Unknown,3
CI-003346,JL-0145,CNT-009,2026-03-14,Search,Weekend,3
CI-003347,JL-0145,CNT-010,2026-06-04,Dismiss,Weekend,1
CI-003348,JL-0145,CNT-003,2026-05-05,View,Evening,3
CI-003349,JL-0145,CNT-009,2026-03-04,Complete,Morning,4
CI-003350,JL-0145,CNT-004,2026-02-13,View,Unknown,2
CI-003351,JL-0145,CNT-003,2026-05-28,Complete,Midday,5
CI-003352,JL-0145,CNT-007,2026-05-11,Complete,Midday,2
CI-003353,JL-0145,CNT-003,2026-03-29,View,Unknown,3
CI-003354,JL-0145,CNT-005,2026-04-23,Save,Morning,4
CI-003355,JL-0145,CNT-009,2026-02-10,View,Morning,2
CI-003356,JL-0145,CNT-003,2026-05-16,Complete,Morning,1
CI-003357,JL-0145,CNT-007,2026-06-01,View,Unknown,2
CI-003358,JL-0145,CNT-002,2026-02-17,View,Morning,2
CI-003359,JL-0145,CNT-003,2026-04-02,Save,Morning,4
CI-003360,JL-0145,CNT-010,2026-05-29,View,Midday,3
CI-003361,JL-0145,CNT-006,2026-03-21,View,Morning,4
CI-003362,JL-0145,CNT-003,2026-05-15,Save,Midday,3
CI-003363,JL-0146,CNT-001,2026-03-17,View,Evening,5
CI-003364,JL-0146,CNT-009,2026-05-06,Search,Morning,2
CI-003365,JL-0146,CNT-002,2026-05-13,Complete,Evening,3
CI-003366,JL-0147,CNT-005,2026-05-04,Save,Evening,3
CI-003367,JL-0147,CNT-002,2026-02-11,Save,Weekend,2
CI-003368,JL-0147,CNT-003,2026-05-06,Save,Midday,2
CI-003369,JL-0147,CNT-005,2026-04-29,View,Evening,1
CI-003370,JL-0147,CNT-009,2026-04-15,View,Unknown,4
CI-003371,JL-0147,CNT-005,2026-05-27,View,Weekend,2
CI-003372,JL-0147,CNT-005,2026-04-04,Complete,Evening,4
CI-003373,JL-0147,CNT-005,2026-03-09,Save,Evening,1
CI-003374,JL-0147,CNT-005,2026-02-08,Search,Morning,4
CI-003375,JL-0147,CNT-005,2026-03-24,Complete,Morning,3
CI-003376,JL-0147,CNT-005,2026-03-26,Search,Evening,5
CI-003377,JL-0147,CNT-004,2026-04-28,Complete,Midday,1
CI-003378,JL-0147,CNT-003,2026-03-09,View,Evening,2
CI-003379,JL-0147,CNT-007,2026-05-10,View,Unknown,4
CI-003380,JL-0147,CNT-005,2026-03-05,Save,Evening,2
CI-003381,JL-0147,CNT-003,2026-02-21,Complete,Evening,4
CI-003382,JL-0147,CNT-005,2026-03-22,Dismiss,Unknown,1
CI-003383,JL-0147,CNT-007,2026-05-02,Save,Unknown,3
CI-003384,JL-0147,CNT-003,2026-03-16,Dismiss,Evening,3
CI-003385,JL-0147,CNT-005,2026-03-22,Save,Unknown,3
CI-003386,JL-0147,CNT-003,2026-04-24,Complete,Unknown,4
CI-003387,JL-0147,CNT-003,2026-04-09,Complete,Morning,2
CI-003388,JL-0147,CNT-006,2026-05-15,Save,Morning,2
CI-003389,JL-0147,CNT-005,2026-02-17,Complete,Evening,4
CI-003390,JL-0147,CNT-008,2026-05-24,Share,Unknown,5
CI-003391,JL-0147,CNT-005,2026-02-12,Save,Evening,1
CI-003392,JL-0147,CNT-007,2026-04-22,Dismiss,Midday,2
CI-003393,JL-0147,CNT-003,2026-05-05,View,Weekend,2
CI-003394,JL-0147,CNT-003,2026-05-01,Search,Unknown,2
CI-003395,JL-0147,CNT-003,2026-06-05,Complete,Unknown,1
CI-003396,JL-0147,CNT-009,2026-03-21,Complete,Midday,4
CI-003397,JL-0147,CNT-007,2026-05-05,Complete,Unknown,2
CI-003398,JL-0147,CNT-003,2026-04-10,View,Morning,2
CI-003399,JL-0147,CNT-003,2026-04-10,Save,Unknown,3
CI-003400,JL-0147,CNT-007,2026-03-05,Search,Unknown,4
CI-003401,JL-0147,CNT-007,2026-02-28,Dismiss,Unknown,4
CI-003402,JL-0147,CNT-003,2026-05-23,Share,Weekend,1
CI-003403,JL-0147,CNT-004,2026-04-11,Complete,Midday,1
CI-003404,JL-0147,CNT-007,2026-05-22,Search,Unknown,3
CI-003405,JL-0147,CNT-007,2026-06-01,Search,Evening,3
CI-003406,JL-0147,CNT-003,2026-03-18,Complete,Weekend,1
CI-003407,JL-0147,CNT-007,2026-02-23,View,Unknown,3
CI-003408,JL-0147,CNT-005,2026-02-20,Save,Morning,4
CI-003409,JL-0147,CNT-007,2026-03-14,Save,Weekend,5
CI-003410,JL-0148,CNT-005,2026-02-18,View,Weekend,4
CI-003411,JL-0148,CNT-003,2026-05-17,Complete,Morning,3
CI-003412,JL-0148,CNT-004,2026-02-26,View,Weekend,4
CI-003413,JL-0148,CNT-003,2026-02-17,View,Morning,2
CI-003414,JL-0148,CNT-003,2026-03-18,View,Evening,4
CI-003415,JL-0148,CNT-005,2026-05-24,Dismiss,Morning,4
CI-003416,JL-0148,CNT-004,2026-04-17,Save,Midday,5
CI-003417,JL-0148,CNT-003,2026-04-03,Save,Midday,4
CI-003418,JL-0148,CNT-003,2026-02-25,View,Evening,3
CI-003419,JL-0148,CNT-005,2026-03-10,Search,Unknown,1
CI-003420,JL-0148,CNT-006,2026-05-16,Save,Midday,4
CI-003421,JL-0148,CNT-007,2026-03-11,Dismiss,Midday,1
CI-003422,JL-0148,CNT-007,2026-05-04,Dismiss,Midday,3
CI-003423,JL-0148,CNT-007,2026-02-25,Dismiss,Weekend,4
CI-003424,JL-0148,CNT-010,2026-03-26,Complete,Midday,3
CI-003425,JL-0148,CNT-003,2026-05-13,Complete,Morning,4
CI-003426,JL-0148,CNT-005,2026-04-17,View,Morning,4
CI-003427,JL-0149,CNT-005,2026-03-18,View,Morning,2
CI-003428,JL-0149,CNT-010,2026-04-17,Dismiss,Unknown,2
CI-003429,JL-0149,CNT-004,2026-04-27,Save,Evening,5
CI-003430,JL-0149,CNT-009,2026-03-14,View,Evening,2
CI-003431,JL-0149,CNT-010,2026-03-09,Share,Unknown,3
CI-003432,JL-0149,CNT-004,2026-03-20,View,Weekend,2
CI-003433,JL-0150,CNT-004,2026-02-09,Complete,Midday,4
CI-003434,JL-0150,CNT-008,2026-05-29,View,Morning,3
CI-003435,JL-0150,CNT-010,2026-03-15,View,Morning,3
CI-003436,JL-0150,CNT-010,2026-02-26,View,Evening,1
CI-003437,JL-0150,CNT-008,2026-04-21,Complete,Morning,2
CI-003438,JL-0150,CNT-008,2026-02-09,View,Unknown,2
CI-003439,JL-0150,CNT-010,2026-04-02,Complete,Morning,2
CI-003440,JL-0150,CNT-004,2026-04-13,View,Morning,2
CI-003441,JL-0150,CNT-008,2026-05-24,Complete,Unknown,2
CI-003442,JL-0150,CNT-008,2026-04-06,View,Morning,4
CI-003443,JL-0150,CNT-010,2026-02-18,View,Morning,2
CI-003444,JL-0150,CNT-006,2026-02-12,View,Unknown,4
CI-003445,JL-0150,CNT-002,2026-05-04,View,Evening,2
CI-003446,JL-0150,CNT-010,2026-03-20,View,Unknown,4
CI-003447,JL-0150,CNT-007,2026-03-30,View,Unknown,1
CI-003448,JL-0150,CNT-010,2026-03-20,View,Morning,2
CI-003449,JL-0150,CNT-002,2026-02-09,View,Weekend,4
CI-003450,JL-0150,CNT-004,2026-02-18,View,Weekend,2
CI-003451,JL-0150,CNT-002,2026-02-13,Complete,Morning,4
CI-003452,JL-0150,CNT-010,2026-03-20,View,Unknown,3
CI-003453,JL-0150,CNT-008,2026-05-09,View,Unknown,2
CI-003454,JL-0150,CNT-008,2026-02-18,View,Evening,5
CI-003455,JL-0151,CNT-003,2026-05-13,Complete,Evening,2
CI-003456,JL-0151,CNT-005,2026-02-27,Complete,Weekend,4
CI-003457,JL-0151,CNT-007,2026-05-06,Dismiss,Morning,4
CI-003458,JL-0151,CNT-005,2026-05-11,View,Weekend,5
CI-003459,JL-0151,CNT-003,2026-04-11,Save,Weekend,5
CI-003460,JL-0151,CNT-005,2026-03-03,Search,Midday,3
CI-003461,JL-0151,CNT-010,2026-05-22,Complete,Weekend,4
CI-003462,JL-0151,CNT-005,2026-03-09,Dismiss,Unknown,4
CI-003463,JL-0151,CNT-003,2026-04-26,View,Morning,3
CI-003464,JL-0151,CNT-003,2026-04-20,Save,Unknown,2
CI-003465,JL-0151,CNT-005,2026-03-16,Complete,Unknown,2
CI-003466,JL-0151,CNT-003,2026-03-22,View,Midday,4
CI-003467,JL-0151,CNT-007,2026-03-01,View,Evening,2
CI-003468,JL-0151,CNT-001,2026-02-08,Dismiss,Weekend,3
CI-003469,JL-0151,CNT-007,2026-05-31,Complete,Morning,4
CI-003470,JL-0151,CNT-007,2026-05-23,View,Unknown,1
CI-003471,JL-0151,CNT-007,2026-05-07,Search,Unknown,4
CI-003472,JL-0151,CNT-007,2026-04-08,View,Midday,3
CI-003473,JL-0151,CNT-005,2026-04-12,Complete,Weekend,3
CI-003474,JL-0151,CNT-006,2026-03-31,View,Morning,4
CI-003475,JL-0151,CNT-008,2026-05-10,Complete,Weekend,4
CI-003476,JL-0151,CNT-005,2026-03-04,View,Evening,4
CI-003477,JL-0151,CNT-003,2026-04-01,View,Midday,4
CI-003478,JL-0151,CNT-003,2026-05-19,View,Unknown,4
CI-003479,JL-0151,CNT-004,2026-02-24,Save,Morning,4
CI-003480,JL-0151,CNT-005,2026-05-14,View,Weekend,4
CI-003481,JL-0151,CNT-007,2026-04-28,View,Weekend,2
CI-003482,JL-0151,CNT-007,2026-03-25,View,Midday,3
CI-003483,JL-0151,CNT-005,2026-03-05,View,Weekend,2
CI-003484,JL-0151,CNT-004,2026-02-11,Share,Weekend,3
CI-003485,JL-0151,CNT-010,2026-03-25,Save,Weekend,4
CI-003486,JL-0152,CNT-003,2026-05-06,Complete,Weekend,4
CI-003487,JL-0152,CNT-007,2026-02-24,Complete,Evening,1
CI-003488,JL-0152,CNT-007,2026-03-31,Complete,Evening,5
CI-003489,JL-0152,CNT-003,2026-05-01,Complete,Unknown,2
CI-003490,JL-0152,CNT-007,2026-05-16,View,Evening,3
CI-003491,JL-0152,CNT-003,2026-03-10,Complete,Evening,4
CI-003492,JL-0152,CNT-010,2026-05-11,Complete,Unknown,4
CI-003493,JL-0152,CNT-007,2026-03-15,View,Morning,3
CI-003494,JL-0152,CNT-003,2026-05-15,View,Morning,4
CI-003495,JL-0152,CNT-003,2026-02-24,View,Unknown,3
CI-003496,JL-0152,CNT-007,2026-02-21,Save,Unknown,1
CI-003497,JL-0152,CNT-007,2026-03-30,View,Weekend,5
CI-003498,JL-0152,CNT-007,2026-02-22,Complete,Weekend,2
CI-003499,JL-0152,CNT-005,2026-03-14,View,Unknown,2
CI-003500,JL-0152,CNT-005,2026-06-05,View,Morning,4
CI-003501,JL-0152,CNT-007,2026-04-11,Complete,Evening,4
CI-003502,JL-0152,CNT-007,2026-03-25,Complete,Unknown,2
CI-003503,JL-0152,CNT-003,2026-05-31,Search,Morning,2
CI-003504,JL-0152,CNT-005,2026-04-24,Complete,Evening,3
CI-003505,JL-0152,CNT-005,2026-05-11,View,Evening,5
CI-003506,JL-0152,CNT-007,2026-05-17,Search,Unknown,2
CI-003507,JL-0152,CNT-007,2026-05-25,View,Midday,1
CI-003508,JL-0152,CNT-003,2026-04-04,Save,Evening,5
CI-003509,JL-0152,CNT-007,2026-06-05,Share,Weekend,2
CI-003510,JL-0152,CNT-005,2026-02-15,View,Morning,2
CI-003511,JL-0152,CNT-003,2026-02-18,Complete,Unknown,3
CI-003512,JL-0153,CNT-006,2026-03-01,Share,Midday,1
CI-003513,JL-0153,CNT-008,2026-03-07,View,Morning,3
CI-003514,JL-0153,CNT-001,2026-03-02,Complete,Morning,4
CI-003515,JL-0153,CNT-002,2026-04-01,Save,Evening,3
CI-003516,JL-0153,CNT-009,2026-06-07,View,Evening,5
CI-003517,JL-0153,CNT-007,2026-05-28,Dismiss,Unknown,2
CI-003518,JL-0153,CNT-004,2026-03-01,View,Evening,4
CI-003519,JL-0153,CNT-001,2026-04-28,Complete,Weekend,2
CI-003520,JL-0153,CNT-001,2026-02-19,Share,Morning,3
CI-003521,JL-0153,CNT-007,2026-03-28,View,Midday,5
CI-003522,JL-0153,CNT-003,2026-06-04,Complete,Midday,5
CI-003523,JL-0153,CNT-007,2026-04-23,View,Weekend,2
CI-003524,JL-0153,CNT-009,2026-03-30,Complete,Weekend,3
CI-003525,JL-0153,CNT-007,2026-02-21,Complete,Weekend,2
CI-003526,JL-0153,CNT-001,2026-05-30,Share,Midday,3
CI-003527,JL-0153,CNT-008,2026-05-21,Complete,Evening,3
CI-003528,JL-0153,CNT-009,2026-03-29,View,Unknown,2
CI-003529,JL-0153,CNT-003,2026-05-11,View,Midday,4
CI-003530,JL-0153,CNT-003,2026-05-30,View,Morning,2
CI-003531,JL-0153,CNT-003,2026-04-26,Dismiss,Weekend,4
CI-003532,JL-0153,CNT-009,2026-02-21,View,Unknown,4
CI-003533,JL-0153,CNT-007,2026-04-05,View,Morning,2
CI-003534,JL-0153,CNT-007,2026-05-28,View,Midday,2
CI-003535,JL-0153,CNT-003,2026-05-10,Complete,Weekend,1
CI-003536,JL-0153,CNT-009,2026-05-05,Dismiss,Evening,2
CI-003537,JL-0154,CNT-003,2026-03-12,Complete,Unknown,5
CI-003538,JL-0154,CNT-001,2026-04-26,Complete,Weekend,4
